h3_id,events,fatalities,latitude,longitude
831189fffffffff,10,2,56.623164031535,41.9201916291605
8352c6fffffffff,573,42,12.3959404084287,44.8433226232859
835253fffffffff,185,46,15.4806392618263,48.6638430331648
83498efffffffff,754,535,21.6502946404467,-101.805118860073
837a19fffffffff,516,443,2.83751041351228,43.739367792135
831e72fffffffff,73,3,48.6843041285759,25.003679315755
838381fffffffff,4,10,-5.2885349080223,16.1062054048517
8358d1fffffffff,2041,520,6.12181198939476,9.77883172761953
8382d2fffffffff,844,486,4.40639994957301,9.79097389447782
8358dcfffffffff,1896,425,6.1100710652485,10.8316728501678
8382d3fffffffff,640,461,4.43114286232327,8.79700973130778
835818fffffffff,677,1265,11.4008838125191,7.18392230383002
83581cfffffffff,714,1361,12.2958384349369,6.55234191172485
8358ecfffffffff,160,510,10.5341028663743,12.1798564455773
835811fffffffff,328,840,12.2668001505934,5.47876679187938
8358edfffffffff,227,452,10.5310512710566,13.293064422868
83585cfffffffff,524,787,12.380687907488,14.3452450410046
83581dfffffffff,802,1201,12.3209238666293,7.63716931394427
835852fffffffff,115,234,11.4504292853698,11.5701834232966
835810fffffffff,64,92,12.2339667583921,4.41701152917549
83588bfffffffff,262,273,6.14448410015545,6.67261084766456
836a50fffffffff,119,79,5.40075568756831,31.6602107982541
834c8afffffffff,142,200,19.7771812604701,-72.8530486004281
836720fffffffff,44,26,18.0214704844554,-73.026078365819
836726fffffffff,91,63,18.6061460973568,-73.8970277374773
838035fffffffff,25,19,-7.49976375896496,-41.049135160656
83811afffffffff,149,134,-9.27902515736599,-40.0486370100096
8358a1fffffffff,96,321,10.4273274784247,3.60014434963268
83c2e3fffffffff,635,3,-34.5058116970331,-58.4333027031383
838b2cfffffffff,243,6,-17.0358417588092,-66.1078211713582
83a875fffffffff,74,43,-22.4896233537609,-55.8422316637474
83a88cfffffffff,227,182,-19.4838230710147,-44.4210814775155
838ba6fffffffff,164,99,-15.4333691428097,-56.5377985283777
838134fffffffff,30,38,-16.2111876258251,-40.1679319113679
83a810fffffffff,561,202,-23.7094931111902,-46.6334850322877
838132fffffffff,38,41,-14.510783184542,-39.098769035172
838185fffffffff,528,426,-9.31081244114708,-35.9374028611439
8381a8fffffffff,32,29,-9.30083958795309,-37.9879330744126
83806efffffffff,16,17,-1.38491487774384,-51.0868872912988
836a1cfffffffff,91,86,5.67283458331016,26.0522041082229
83b2c5fffffffff,438,13,-33.4238745019089,-70.3719040857451
834588fffffffff,14,5,22.7977641914378,-80.9573601615654
8396c1fffffffff,31,13,-5.82400302542821,24.1076166353498
836ad1fffffffff,1147,624,-1.0930058390078,28.4872559360777
836d64fffffffff,648,237,14.0204312755793,-86.8149401513646
832ca5fffffffff,123,33,34.8812012724448,43.6331328996997
832c80fffffffff,261,56,32.2009765108448,46.817660965491
837a4dfffffffff,491,125,0.55531710141737,34.3092485021489
83384bfffffffff,882,306,33.1766128748329,12.7850495732064
836d2afffffffff,129,62,14.8033213194568,-92.3925682347786
8348f4fffffffff,334,154,29.0513269904837,-105.584357116369
834995fffffffff,2946,952,19.5891700430902,-98.8207321908605
8349b5fffffffff,784,430,16.822587448677,-100.22942597181
8348a2fffffffff,998,636,25.6222386296487,-100.21934556865
836d32fffffffff,333,49,17.0749529290485,-97.0726268067433
83485bfffffffff,278,108,32.8596094092915,-114.86147740583
8348b3fffffffff,189,60,26.5224102569664,-97.8467633643087
836d34fffffffff,58,13,18.6582201622206,-95.7969250586906
834996fffffffff,1085,134,19.3524471733666,-96.7373375322754
835465fffffffff,50,208,14.7901156203895,-5.31186173757033
835461fffffffff,246,645,13.8256564474953,-5.62234548673825
8359a3fffffffff,32,45,15.5389244948238,-1.29382898424778
833822fffffffff,83,1,35.3881237646722,-2.16274192654654
8358f2fffffffff,102,194,7.85557669489856,7.53233604997648
835888fffffffff,149,79,6.99347461688677,6.06984235789582
834ceefffffffff,252,127,18.6946062416156,-65.8124194112453
83bcc4fffffffff,24,1,-28.2405426117923,28.7964617299811
837a1dfffffffff,766,761,1.88898260149603,44.2803499364375
836a70fffffffff,55,132,8.13389515935562,31.2245637121696
836b56fffffffff,24,56,12.0434383104688,27.0678916742035
836b76fffffffff,37,336,14.9347543855855,26.6934141079245
836b5efffffffff,189,440,10.9566810257915,29.8426840316329
836b55fffffffff,274,621,12.8943891746376,28.8773593227188
832d8afffffffff,487,143,34.3172234686331,41.4864463767251
832d81fffffffff,189,98,34.7798627130274,38.8664761042626
832c32fffffffff,621,75,37.2816699320247,41.4984895843658
832d8dfffffffff,1147,281,36.462702371478,40.6115267296253
832d85fffffffff,209,183,34.9927448564134,37.5280061972613
832d8efffffffff,883,265,34.5544472864756,40.1862837451585
832c11fffffffff,252,393,37.5239908068551,45.0087520219524
832da1fffffffff,200,20,36.2632179351799,35.6582306883501
832c36fffffffff,518,11,37.5315131677642,40.156456453471
836ac8fffffffff,26,4,-0.322382758412096,32.5619974469873
835f4cfffffffff,52,7,8.58859693001409,-63.8080054470731
833cf4fffffffff,410,29,24.2830996164986,88.1067343361161
833968fffffffff,546,1,43.2123871474538,5.34791650635512
83650cfffffffff,41,1,3.44626012015825,99.6757139796551
838d8cfffffffff,480,4,-7.49440015284899,110.469678616319
833d34fffffffff,1167,219,33.6570680872705,74.3900337918587
834249fffffffff,1130,19,30.8055201336783,75.2471247055081
833d16fffffffff,658,2,30.1756561562345,76.3132429470054
833ceefffffffff,208,9,25.5862709503254,92.9038553453416
836014fffffffff,509,1,12.5764530091119,77.155595002548
833da2fffffffff,190,1,26.9719972652893,75.8994592224022
833c13fffffffff,245,17,25.3621931409143,85.1553421917004
833d96fffffffff,246,3,22.8837260792277,75.4043377615054
833dacfffffffff,287,7,28.9071163573596,78.3788882368884
833c1bfffffffff,235,22,25.3548786329265,88.4018284483602
836488fffffffff,803,793,18.0563104478602,95.1605374466725
83648dfffffffff,424,131,16.9342358508469,94.8430811504512
836416fffffffff,326,272,12.7637360202012,99.1218604756302
832099fffffffff,65,7,35.9206507429362,74.6377916614718
831e5dfffffffff,1713,150,46.4281944224111,31.3236295101501
832d65fffffffff,1561,950,49.4037661971087,36.8314898447728
831e41fffffffff,165,10,48.2256948345842,31.6241090236565
831e69fffffffff,347,63,49.6022646370429,35.2363210370664
831e4cfffffffff,267,130,48.0534633281194,33.2463744073336
831e6afffffffff,324,7,49.0239947153903,32.6018932336422
832d64fffffffff,1253,381,48.6294016986407,35.8443072078144
837a6bfffffffff,644,164,-0.436922837714521,34.849674331639
837a4efffffffff,84,43,1.4210765067363,36.034235932367
834340fffffffff,149,83,33.8453964536677,62.4009597511592
832091fffffffff,46,29,35.5378102916316,70.8792704683706
83390cfffffffff,534,1,40.0425203619321,-3.93910103949518
835290fffffffff,62,215,11.4528569205175,36.0876419199218
839505fffffffff,46,1,-4.47032157656508,119.948558312543
83201afffffffff,111,1,42.3753749769095,74.0470957167713
8375a3fffffffff,18,7,7.03197580729024,-8.59373914544488
833c1cfffffffff,359,4,26.779021589758,86.6137118613913
833c11fffffffff,379,7,26.421229741816,85.4359909091411
832d51fffffffff,68,7,44.9172520502037,41.9872708894689
832c29fffffffff,101,6,43.3238937450032,45.306961966223
831e1bfffffffff,1795,1,45.1105222823254,19.9093438968245
8342cefffffffff,111,6,22.5617962392001,72.3140522624345
833da9fffffffff,201,2,28.6846525839835,80.560468776337
832d83fffffffff,33,44,33.7038931166262,39.3272109647307
8354adfffffffff,53,5,14.5318259512475,-16.8237590802385
833cf5fffffffff,343,41,24.6226713320327,89.2945967382498
8358f5fffffffff,485,729,9.61940560016374,8.42696254780988
83a226fffffffff,20,17,-17.363447456211,47.8928779456664
834270fffffffff,566,651,29.4849055375868,67.202876304672
834530fffffffff,93,34,15.462342525107,-85.5689121219561
8352e3fffffffff,353,131,14.0233028728318,46.252322689093
835835fffffffff,18,60,15.885926036889,3.9601585954675
835830fffffffff,87,86,14.9360179717186,3.53946094246199
83608bfffffffff,432,1,18.9119027282873,72.7701854636612
838008fffffffff,113,62,-2.12796578296017,-44.0221147645604
833cdafffffffff,567,659,19.6736412244822,93.4138375396478
834985fffffffff,795,394,19.3220204677354,-102.062524916184
836a72fffffffff,58,126,7.27223937043327,30.6263615444489
836a0dfffffffff,125,319,7.32840053697253,29.5123794461743
8339aafffffffff,386,2,33.3105444475032,-7.66600131315196
837a4cfffffffff,275,39,0.496888872215122,35.4449234615643
833cc6fffffffff,594,49,23.1203933184209,91.0754001512599
833cadfffffffff,81,5,24.6554179269698,86.0416299697701
839792fffffffff,38,21,-10.5417601657443,40.4287914403906
83661dfffffffff,275,153,6.88697731458106,-75.02847951624
83660efffffffff,185,103,7.29002896165714,-74.0234737449485
83611bfffffffff,171,2,8.88203926951435,78.3240688649271
834815fffffffff,94,17,24.3517113056475,-105.982640426328
832ca1fffffffff,213,52,34.6106056411861,44.8893920852617
834806fffffffff,155,65,23.8337791117563,-107.145241626639
836412fffffffff,666,758,13.6067936678966,98.2760610168885
8366f3fffffffff,167,65,2.78337678938287,-77.3861326038096
838f2dfffffffff,186,109,-1.04444804981102,-78.769768086125
835986fffffffff,297,807,13.7003079181114,-1.98491691752503
837530fffffffff,57,144,10.1313900300409,-4.20600987458501
8345b2fffffffff,190,133,18.228885597161,-77.7001324282382
835851fffffffff,236,586,12.3821283031512,13.2072019695864
832c1cfffffffff,291,761,38.2755524634615,45.9218707520936
836adcfffffffff,503,1196,-1.15141630766973,29.6412825905062
834200fffffffff,696,442,26.2836286530818,62.954274989659
836adefffffffff,1336,2415,-2.10276771534946,29.0124098722221
8358a9fffffffff,70,87,9.59799923921814,6.30494431793685
835806fffffffff,90,195,14.0903924340626,5.26929993944143
835855fffffffff,156,399,13.3180959637365,12.5921552634115
8358adfffffffff,106,286,10.4743856949047,5.68182570929688
83581efffffffff,120,331,11.378876460132,6.11255787536266
836b00fffffffff,92,310,14.142731049589,22.4989971367049
8381aafffffffff,120,109,-8.72231985632094,-36.953828653984
83521cfffffffff,1152,132,17.2414824658111,43.2384520488458
835218fffffffff,939,106,16.2488302218442,43.57361651425
835982fffffffff,116,156,12.8601764256669,-1.33906939968697
83599dfffffffff,250,638,12.0680274055167,0.297966217640286
